0.0,0.0,-0.3,0.693,-0.39299999999999996,0.0,0.0,0.0,-0.39199999999999996,0.697,-0.305,0.0
0.0,-0.007,-0.298,0.692,-0.39399999999999996,0.007,0.0,-0.002,-0.38999999999999996,0.697,-0.307,0.007
0.0,-0.015,-0.296,0.69,-0.39499999999999996,0.015,0.0,-0.004,-0.38799999999999996,0.696,-0.308,0.015
0.0,-0.022,-0.293,0.688,-0.39499999999999996,0.022,0.0,-0.006,-0.38599999999999995,0.695,-0.309,0.022
0.0,-0.03,-0.29,0.6859999999999999,-0.39599999999999996,0.03,0.0,-0.009,-0.383,0.694,-0.31,0.03
0.0,-0.037,-0.287,0.6829999999999999,-0.39599999999999996,0.037,0.0,-0.011,-0.381,0.692,-0.311,0.037
0.0,-0.043,-0.284,0.6809999999999999,-0.39599999999999996,0.043,0.0,-0.013,-0.378,0.69,-0.311,0.043
0.0,-0.05,-0.28099999999999997,0.6769999999999999,-0.39599999999999996,0.05,0.0,-0.014,-0.376,0.6869999999999999,-0.312,0.05
0.0,-0.056,-0.27799999999999997,0.6739999999999999,-0.39599999999999996,0.056,0.0,-0.016,-0.373,0.6849999999999999,-0.312,0.056
0.0,-0.062,-0.27499999999999997,0.6709999999999999,-0.39599999999999996,0.062,0.0,-0.018,-0.37,0.6819999999999999,-0.312,0.062
0.0,-0.067,-0.27199999999999996,0.6669999999999999,-0.39499999999999996,0.067,0.0,-0.019,-0.367,0.6789999999999999,-0.312,0.067
0.0,-0.072,-0.26899999999999996,0.6639999999999999,-0.39499999999999996,0.072,0.0,-0.021,-0.364,0.6759999999999999,-0.312,0.072
0.0,-0.077,-0.26599999999999996,0.6599999999999999,-0.39399999999999996,0.077,0.0,-0.022,-0.361,0.6729999999999999,-0.312,0.077
0.0,-0.082,-0.263,0.6559999999999999,-0.39299999999999996,0.082,0.0,-0.024,-0.358,0.6699999999999999,-0.311,0.082
0.0,-0.086,-0.259,0.6519999999999999,-0.39299999999999996,0.086,0.0,-0.025,-0.355,0.6669999999999999,-0.311,0.086
0.0,-0.09,-0.256,0.6479999999999999,-0.39199999999999996,0.09,0.0,-0.026,-0.353,0.6629999999999999,-0.311,0.09
0.0,-0.094,-0.253,0.6449999999999999,-0.39099999999999996,0.094,0.0,-0.027,-0.35,0.6599999999999999,-0.31,0.094
0.0,-0.098,-0.24999999999999997,0.641,-0.39099999999999996,0.098,0.0,-0.028,-0.347,0.6569999999999999,-0.31,0.098
0.0,-0.101,-0.247,0.637,-0.38999999999999996,0.101,0.0,-0.029,-0.344,0.6539999999999999,-0.31,0.101
0.0,-0.104,-0.24899999999999997,0.6419999999999999,-0.39399999999999996,0.104,0.0,-0.03,-0.34199999999999997,0.6509999999999999,-0.31,0.104
0.0,-0.108,-0.253,0.6539999999999999,-0.39999999999999997,0.108,0.0,-0.031,-0.33899999999999997,0.6479999999999999,-0.309,0.107
0.0,-0.111,-0.262,0.6709999999999999,-0.41,0.111,0.0,-0.032,-0.33599999999999997,0.6459999999999999,-0.309,0.11
0.0,-0.114,-0.27299999999999996,0.695,-0.422,0.114,0.0,-0.033,-0.33399999999999996,0.6429999999999999,-0.309,0.112
0.0,-0.117,-0.288,0.723,-0.435,0.117,0.0,-0.033,-0.33199999999999996,0.641,-0.309,0.115
0.0,-0.12,-0.305,0.754,-0.44899999999999995,0.12,0.0,-0.034,-0.32899999999999996,0.6379999999999999,-0.309,0.117
0.0,-0.122,-0.32299999999999995,0.7869999999999999,-0.46399999999999997,0.122,0.0,-0.034,-0.32699999999999996,0.6359999999999999,-0.309,0.118
0.0,-0.125,-0.34299999999999997,0.82,-0.477,0.125,0.0,-0.035,-0.32499999999999996,0.6339999999999999,-0.309,0.12
0.0,-0.127,-0.364,0.854,-0.49,0.127,0.0,-0.035,-0.32299999999999995,0.6319999999999999,-0.309,0.121
0.0,-0.13,-0.385,0.885,-0.501,0.13,0.0,-0.036,-0.32199999999999995,0.631,-0.309,0.123
0.0,-0.132,-0.40499999999999997,0.9149999999999999,-0.509,0.132,0.0,-0.036,-0.31999999999999995,0.6299999999999999,-0.31,0.124
0.0,-0.134,-0.425,0.941,-0.515,0.134,0.0,-0.036,-0.31799999999999995,0.629,-0.31,0.125
0.0,-0.135,-0.44499999999999995,0.963,-0.519,0.135,0.0,-0.036,-0.31699999999999995,0.628,-0.311,0.125
0.0,-0.136,-0.46199999999999997,0.981,-0.519,0.136,0.0,-0.036,-0.31499999999999995,0.627,-0.312,0.126
0.0,-0.137,-0.478,0.9949999999999999,-0.516,0.137,0.0,-0.037,-0.314,0.627,-0.312,0.126
0.0,-0.137,-0.492,1.003,-0.511,0.137,0.0,-0.037,-0.313,0.626,-0.313,0.126
0.0,-0.137,-0.504,1.006,-0.502,0.137,0.0,-0.037,-0.312,0.627,-0.314,0.126
0.0,-0.137,-0.512,1.004,-0.491,0.137,0.0,-0.036,-0.311,0.627,-0.31599999999999995,0.126
0.0,-0.136,-0.518,0.9969999999999999,-0.478,0.136,0.0,-0.036,-0.31,0.627,-0.31699999999999995,0.125
0.0,-0.135,-0.521,0.984,-0.46299999999999997,0.135,0.0,-0.036,-0.31,0.628,-0.31799999999999995,0.125
0.0,-0.133,-0.521,0.967,-0.44599999999999995,0.133,0.0,-0.036,-0.309,0.629,-0.31999999999999995,0.124
0.0,-0.132,-0.518,0.946,-0.427,0.132,0.0,-0.036,-0.309,0.6299999999999999,-0.32199999999999995,0.123
0.0,-0.129,-0.513,0.9209999999999999,-0.408,0.129,0.0,-0.035,-0.308,0.6319999999999999,-0.32299999999999995,0.121
0.0,-0.127,-0.504,0.8919999999999999,-0.38799999999999996,0.127,0.0,-0.035,-0.308,0.633,-0.32499999999999996,0.12
0.0,-0.124,-0.494,0.862,-0.368,0.124,0.0,-0.034,-0.308,0.635,-0.32699999999999996,0.118
0.0,-0.121,-0.481,0.83,-0.348,0.121,0.0,-0.034,-0.308,0.637,-0.32899999999999996,0.117
0.0,-0.118,-0.46799999999999997,0.7969999999999999,-0.32899999999999996,0.118,0.0,-0.033,-0.308,0.639,-0.33099999999999996,0.115
0.0,-0.115,-0.45399999999999996,0.7649999999999999,-0.311,0.115,0.0,-0.033,-0.308,0.6419999999999999,-0.33399999999999996,0.112
0.0,-0.112,-0.43899999999999995,0.734,-0.295,0.112,0.0,-0.032,-0.308,0.6439999999999999,-0.33599999999999997,0.11
0.0,-0.109,-0.426,0.707,-0.28099999999999997,0.109,0.0,-0.031,-0.308,0.6469999999999999,-0.33799999999999997,0.107
0.0,-0.105,-0.414,0.6839999999999999,-0.26999999999999996,0.105,0.0,-0.03,-0.309,0.6499999999999999,-0.34099999999999997,0.104
0.0,-0.102,-0.40499999999999997,0.6669999999999999,-0.262,0.102,0.0,-0.029,-0.309,0.6529999999999999,-0.344,0.101
0.0,-0.098,-0.39799999999999996,0.6559999999999999,-0.258,0.098,0.0,-0.028,-0.309,0.6549999999999999,-0.346,0.098
0.0,-0.094,-0.39499999999999996,0.6519999999999999,-0.257,0.094,0.0,-0.027,-0.309,0.6579999999999999,-0.349,0.094
0.0,-0.09,-0.39499999999999996,0.6549999999999999,-0.259,0.09,0.0,-0.026,-0.31,0.6609999999999999,-0.352,0.09
0.0,-0.086,-0.39599999999999996,0.6579999999999999,-0.262,0.086,0.0,-0.025,-0.31,0.6639999999999999,-0.354,0.086
0.0,-0.082,-0.39699999999999996,0.6619999999999999,-0.26499999999999996,0.082,0.0,-0.024,-0.31,0.6679999999999999,-0.356,0.082
0.0,-0.077,-0.39699999999999996,0.6659999999999999,-0.26699999999999996,0.077,0.0,-0.022,-0.311,0.6709999999999999,-0.358,0.077
0.0,-0.072,-0.39799999999999996,0.6689999999999999,-0.26799999999999996,0.072,0.0,-0.021,-0.311,0.6739999999999999,-0.359,0.072
0.0,-0.067,-0.39899999999999997,0.6719999999999999,-0.26899999999999996,0.067,0.0,-0.019,-0.312,0.6769999999999999,-0.36,0.067
