0.0,0.0,-0.35,0.7,-0.35,0.0,0.0,0.0,-0.35,0.7,-0.35,0.0
0.0,-0.009,-0.35,0.699,-0.35,0.009,0.0,-0.003,-0.35,0.699,-0.35,0.009
0.0,-0.017,-0.349,0.698,-0.349,0.017,0.0,-0.007,-0.349,0.698,-0.349,0.017
0.0,-0.025,-0.348,0.697,-0.349,0.025,0.0,-0.01,-0.348,0.697,-0.349,0.025
0.0,-0.034,-0.347,0.695,-0.348,0.034,0.0,-0.013,-0.347,0.695,-0.348,0.034
0.0,-0.042,-0.346,0.692,-0.347,0.042,0.0,-0.017,-0.346,0.692,-0.347,0.042
0.0,-0.05,-0.344,0.689,-0.345,0.05,0.0,-0.02,-0.344,0.689,-0.345,0.05
0.0,-0.057,-0.34299999999999997,0.6859999999999999,-0.344,0.057,0.0,-0.023,-0.34299999999999997,0.6859999999999999,-0.344,0.057
0.0,-0.065,-0.34099999999999997,0.6829999999999999,-0.34199999999999997,0.065,0.0,-0.026,-0.34099999999999997,0.6829999999999999,-0.34199999999999997,0.065
0.0,-0.072,-0.33899999999999997,0.6789999999999999,-0.34099999999999997,0.072,0.0,-0.029,-0.33899999999999997,0.6789999999999999,-0.34099999999999997,0.072
0.0,-0.079,-0.33699999999999997,0.6749999999999999,-0.33899999999999997,0.079,0.0,-0.032,-0.33699999999999997,0.6749999999999999,-0.33899999999999997,0.079
0.0,-0.085,-0.33499999999999996,0.6709999999999999,-0.33699999999999997,0.085,0.0,-0.034,-0.33499999999999996,0.6709999999999999,-0.33699999999999997,0.085
0.0,-0.092,-0.33199999999999996,0.6669999999999999,-0.33499999999999996,0.092,0.0,-0.037,-0.33199999999999996,0.6669999999999999,-0.33499999999999996,0.092
0.0,-0.098,-0.32999999999999996,0.6629999999999999,-0.33299999999999996,0.098,0.0,-0.039,-0.32999999999999996,0.6629999999999999,-0.33299999999999996,0.098
0.0,-0.103,-0.32799999999999996,0.6589999999999999,-0.33099999999999996,0.103,0.0,-0.041,-0.32799999999999996,0.6589999999999999,-0.33099999999999996,0.103
0.0,-0.109,-0.32499999999999996,0.6539999999999999,-0.32899999999999996,0.109,0.0,-0.044,-0.32499999999999996,0.6539999999999999,-0.32899999999999996,0.109
0.0,-0.114,-0.32299999999999995,0.6499999999999999,-0.32699999999999996,0.114,0.0,-0.046,-0.32299999999999995,0.6499999999999999,-0.32699999999999996,0.114
